iso3c,iso2c,country_code,country_name,eu27,un_region_name,un_sub_region_name,un_intermediate_region_name,un_region_clean,un_sub_region_clean,un_intermediate_region_clean,un_developed_or_developing_countries,kingdom,internal_count,regional_count,external_count,unknown_count,total_count,internal_percentage,regional_percentage,external_percentage,is_cbd_party,wb_income_group,is_cbd_party_1,wb_income_group_1,is_ldc,is_sids
SVK,SK,SK,Slovakia,TRUE,Europe,Eastern Europe,,Europe,Eastern-Europe,,Developed,Fungi,3145,15837,15764,67,34813,9.03,45.49,45.28,True,High income,True,High income,False,False
AFG,AF,AF,Afghanistan,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Fungi,0,1,34128,0,34129,0.0,0.0,100.0,True,Low income,True,Low income,True,False
BIH,BA,BA,Bosnia and Herzegovina,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Plantae,0,24205,9904,0,34109,0.0,70.96,29.04,True,Upper middle income,True,Upper middle income,False,False
IMN,IM,IM,Isle of Man,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Fungi,19779,13636,634,0,34049,58.09,40.05,1.86,,,,,,
MNE,ME,ME,Montenegro,FALSE,Europe,Southern Europe,,Europe,Southern-Europe,,Developed,Plantae,0,20906,12742,0,33648,0.0,62.13,37.87,True,Upper middle income,True,Upper middle income,False,False
QAT,QA,QA,Qatar,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Fungi,0,0,33573,0,33573,0.0,0.0,100.0,True,High income,True,High income,False,False
IND,IN,IN,India,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Chromista,1032,100,32409,0,33541,3.08,0.3,96.63,True,Lower middle income,True,Lower middle income,False,False
LSO,LS,LS,Lesotho,FALSE,Africa,Sub-Saharan Africa,Southern Africa,Africa,Sub-Saharan-Africa,Southern-Africa,Developing,Plantae,0,18056,15124,0,33180,0.0,54.42,45.58,True,Lower middle income,True,Lower middle income,True,False
MHL,MH,MH,Marshall Islands,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Chromista,0,2,33111,0,33113,0.0,0.01,99.99,True,Upper middle income,True,Upper middle income,False,True
MDV,MV,MV,Maldives,FALSE,Asia,Southern Asia,,Asia,Southern-Asia,,Developing,Chromista,0,1,33038,0,33039,0.0,0.0,100.0,True,Upper middle income,True,Upper middle income,False,True
VNM,VN,VN,Viet Nam,FALSE,Asia,South-eastern Asia,,Asia,South-eastern-Asia,,Developing,Bacteria,0,3,32997,0,33000,0.0,0.01,99.99,True,Lower middle income,True,Lower middle income,False,False
TKM,TM,TM,Turkmenistan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Plantae,0,336,32452,0,32788,0.0,1.02,98.98,True,Upper middle income,True,Upper middle income,False,False
NZL,NZ,NZ,New Zealand,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Protozoa,3713,19,28979,0,32711,11.35,0.06,88.59,True,High income,True,High income,False,False
NIU,NU,NU,Niue,FALSE,Oceania,Polynesia,,Oceania,Polynesia,,Developing,Bacteria,0,3,32235,0,32238,0.0,0.01,99.99,True,High income,True,High income,False,True
DJI,DJ,DJ,Djibouti,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Animalia,0,39,32155,0,32194,0.0,0.12,99.88,True,Lower middle income,True,Lower middle income,True,False
ECU,EC,EC,Ecuador,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,incertae sedis,24529,3320,4279,0,32128,76.35,10.33,13.32,True,Upper middle income,True,Upper middle income,False,False
CHN,CN,CN,China,FALSE,Asia,Eastern Asia,,Asia,Eastern-Asia,,Developing,Archaea,0,2,32061,0,32063,0.0,0.01,99.99,True,Upper middle income,True,Upper middle income,False,False
NCL,NC,NC,New Caledonia,FALSE,Oceania,Melanesia,,Oceania,Melanesia,,Developing,Fungi,0,632,30908,0,31540,0.0,2.0,98.0,,,,,,
COL,CO,CO,Colombia,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Protozoa,30091,566,820,0,31477,95.6,1.8,2.61,True,Upper middle income,True,Upper middle income,False,False
SJM,SJ,SJ,Svalbard and Jan Mayen,FALSE,Europe,Northern Europe,,Europe,Northern-Europe,,Developed,Archaea,0,31201,0,0,31201,0.0,100.0,0.0,,,,,,
NGA,NG,NG,Nigeria,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Bacteria,1158,2,29991,0,31151,3.72,0.01,96.28,True,Lower middle income,True,Lower middle income,False,False
BMU,BM,BM,Bermuda,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Plantae,0,25188,5759,0,30947,0.0,81.39,18.61,,,,,,
MYT,YT,YT,Mayotte,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Plantae,0,259,30566,0,30825,0.0,0.84,99.16,,,,,,
TUN,TN,TN,Tunisia,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Bacteria,0,0,30466,0,30466,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
PAN,PA,PA,Panama,FALSE,Americas,Latin America and the Caribbean,Central America,Americas,Latin-America-and-the-Caribbean,Central-America,Developing,Chromista,0,4670,25298,0,29968,0.0,15.58,84.42,True,High income,True,High income,False,False
BMU,BM,BM,Bermuda,FALSE,Americas,Northern America,,Americas,Northern-America,,Developed,Chromista,0,6870,23026,0,29896,0.0,22.98,77.02,,,,,,
IOT,IO,IO,British Indian Ocean Territory,FALSE,Africa,Sub-Saharan Africa,Eastern Africa,Africa,Sub-Saharan-Africa,Eastern-Africa,Developing,Animalia,0,135,29715,0,29850,0.0,0.45,99.55,,,,,,
,,,,,,,,,,,,Animalia,0,0,29762,0,29762,0.0,0.0,100.0,,,,,,
GUF,GF,GF,French Guiana,FALSE,Americas,Latin America and the Caribbean,South America,Americas,Latin-America-and-the-Caribbean,South-America,Developing,Fungi,5219,3411,21096,0,29726,17.56,11.47,70.97,,,,,,
,,,,,,,,,,,,Bacteria,1,0,29715,0,29716,0.0,0.0,100.0,,,,,,
OMN,OM,OM,Oman,FALSE,Asia,Western Asia,,Asia,Western-Asia,,Developing,Plantae,0,55,29632,0,29687,0.0,0.19,99.81,True,High income,True,High income,False,False
HMD,HM,HM,Heard Island and McDonald Islands,FALSE,Oceania,Australia and New Zealand,,Oceania,Australia-and-New-Zealand,,Developed,Chromista,0,18,28986,0,29004,0.0,0.06,99.94,,,,,,
GUM,GU,GU,Guam,FALSE,Oceania,Micronesia,,Oceania,Micronesia,,Developing,Bacteria,0,0,28923,0,28923,0.0,0.0,100.0,,,,,,
MAR,MA,MA,Morocco,FALSE,Africa,Northern Africa,,Africa,Northern-Africa,,Developing,Chromista,0,0,28783,0,28783,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
KGZ,KG,KG,Kyrgyzstan,FALSE,Asia,Central Asia,,Asia,Central-Asia,,Developing,Fungi,0,1,28735,0,28736,0.0,0.0,100.0,True,Lower middle income,True,Lower middle income,False,False
CPV,CV,CV,Cabo Verde,FALSE,Africa,Sub-Saharan Africa,Western Africa,Africa,Sub-Saharan-Africa,Western-Africa,Developing,Plantae,0,8,28640,0,28648,0.0,0.03,99.97,True,Upper middle income,True,Upper middle income,False,True
